,API,Surf_X,Surf_Y,deltaT_Dril_Comp,deltaT_Comp_Prod,Lateral_Length (ft),Depth_TVD_PPLS (ft),Erosion_PPLS (ft),Pressure_PPLS (PSI),TOC_PPLS (%),Vcarb_PPLS,Vsand_PPLS,Vclay_PPLS,PR_PPLS,YM_PPLS (PSI),RHOB_PPLS (g/cc),Res_PPLS (Ohmm),GR_PPLS (API),DT_PPLS (us/ft),DTs_PPLS (us/ft),Temperature (F),Temp_Anomaly (F),S3Tect_PPLS (PSI),S3_contrast_PPLS (PSI),Heat_Flow (W/m2),Zone,Nbr_Stages,Frac_Gradient (PSI/ft),Proppant_Designed (kg),Proppant_in_Formation (kg),Avg_Breakdown_Pressure (KPa),Avg_Treating_Pressure (KPa),Max_Treating_pressure (KPa),Min_Treating_Pressure (KPa),Avg_Rate_Slurry (bpm),Max_Rate_Slurry (bpm),Min_Rate_Slurry (bpm),ShutInPressure_Fil (KPa),ShutInPressure_Initial (KPa),ISIP (KPa),Shot_Density (shots/ft),Shot_Total,Proppant_per_ft (kg/ft),Stage_Spacing (ft)
94,42,0.183585714,0.008320186,-137.0,86.0,-1.122955685,-0.31623781300000003,-0.38887414,0.491036025,1.025404355,0.786744184,-0.894392939,-0.569624385,0.8596157320000001,-0.232708059,-0.7161374009999999,0.053926881,-0.092549623,0.475943734,-0.516940948,-0.528422205,-0.85925765,0.161429383,0.188574081,-0.92037976,Z1,-0.6483567610000001,0.114953554,-0.8934722740000001,-0.8792975690000001,0.242820849,-0.04630536,0.423698253,0.825492799,1.156577792,0.558278849,0.830913951,0.23297421,0.477357541,0.8163178790000001,0.187081792,2.409200781,-0.464351834,-0.18336954
95,373,-1.738127873,2.7472394,132.0,0.0,1.018939608,-2.706950817,1.3636874719999998,0.7003460945932203,-0.476504387,-0.15977011300000002,1.215957472,-0.847259381,0.310320587,-0.42148318,-3.281414839,-0.404613251,0.663863835,-1.862641272,-0.09283018,1.128922089,1.240549532,-1.4329422509999998,1.421258507,0.906304289,Z1,,,,,,,,,,,,,,,,,,
96,51,0.100639575,0.355716274,91.0,61.0,-0.445290381,-0.786149963,-0.215675183,0.446560226,0.688241168,0.516311528,-0.366805336,-0.847259381,0.8596157320000001,-0.374622446,-1.062796514,-0.004112518,0.066935142,0.722819311,0.955001053,0.309392764,0.074853465,-0.241064378,-0.303589115,-0.050371046,Z1,-0.35632139,-0.081318817,-0.57040146,-0.568423085,0.986772766,-0.426702429,0.371959793,0.35235943700000005,0.927502078,0.7247048070000001,0.548183981,-0.484437005,-0.252857335,-0.018876926,-0.773433047,-0.560749524,-0.531044999,-0.182624518
97,8,0.247617226,-0.546575703,107.0,94.0,-0.919469409,0.543984053,-0.503291959,1.229832107,0.38172918,-1.376717066,1.215957472,0.818550592,-1.33756485,-0.266989957,1.641144568,0.103207433,0.49830346,-0.35445593200000003,-1.154543142,-0.626499751,-0.318374675,0.699183151,0.896167912,0.008361705,Z0,0.519784724,-0.015183562,0.451640173,0.466595133,0.418325343,-1.141877656,0.393457602,-0.538535374,-0.012461181000000002,-0.59594744,-0.853978667,-0.379628938,-0.021537653,-0.11303103,0.667339212,-0.560749524,2.116013434,-1.253540702
98,337,0.460858358,0.07535708,488.0,76.0,0.170768985,-0.6757376890000001,-1.485338398,0.408962128,0.573299173,0.3810952,-0.190942802,-0.569624385,0.310320587,-0.140155017,-0.508141933,0.044494276,-0.16849475,0.70935337,-0.68160698,0.452353255,-0.004413867,0.50331772,-0.339166242,-0.940912348,Z1,-0.064286019,-0.155005615,-0.222947942,-0.209277982,-1.41586386,1.371053881,0.432281408,1.111323092,0.607728155,0.297507109,0.454906549,-0.337239898,-0.446415058,-0.3017601,-1.253690467,0.181738053,-0.456339454,-0.217250311
99,127,-0.11697206,-0.54051874,25.0,204.0,0.384834058,0.906123885,0.833259968,0.558655834,0.38939198,-0.15977011300000002,-0.015080268,0.263280601,-0.238974559,-0.29814698300000003,0.8784945190000001,-0.00829944,0.087440326,-0.664172564,-0.7926608159999999,-0.588266132,-0.352568426,-0.448215868,1.361268498,-0.551986937,Z0,-0.283312547,-0.052362692,-0.246568686,-0.246076525,1.065347751,0.644264391,0.7617205770000001,1.002826669,0.628827908,0.3939015420000001,0.4404379020000001,-0.943396519,-1.042239266,-0.199918045,-0.773433047,0.924225629,-0.667430905,0.248008445
100,474,-1.81278978,0.85793613,325.0,-19.0,1.156463972,0.604143989,0.972522939,-0.303043672,-0.453515988,-1.241500738,0.512507335,1.929090573,-0.238974559,0.268054757,0.947826342,-0.367267833,-0.034831327,-1.745936454,-0.679213579,1.4431027019999998,1.399084197,-1.055021826,1.421258507,1.3649449969999998,Z0,,,,,,,,,,,,,,,,,,
101,533,0.283671287,-0.024641411,470.0,-300.0,-1.685498783,-0.361613996,-0.961372309,0.516887447,1.079043953,0.3810952,-0.366805336,-0.569624385,0.310320587,0.193224718,-0.438810111,0.184563656,-0.084955111,0.462477794,-0.7605892340000001,0.25287350000000003,0.023562838,0.323868373,-0.040424541,-0.6037959079999999,Z1,-0.86738329,0.150056894,-1.15711025,-1.168041284,0.526645374,0.8951545909999999,0.278045644,1.07444992,0.491356479,0.544257614,0.518060933,1.082094229,0.434785076,0.870409577,-1.253690467,0.181738053,-0.463524716,-0.241374839
102,651,-0.29371273800000003,0.574294454,269.0,-55.0,0.322605839,-0.713256122,-0.324945062,-1.013324588,-1.572284746,0.921960512,-1.246118008,-0.014354394,0.8596157320000001,0.497658334,-0.300146465,-0.288053196,0.013014102,0.130317927,1.897043934,0.349288715,0.348403476,-0.8606649270000001,-1.3698153990000002,0.663733253,Z0,0.008722824,-0.126018529,0.293152604,0.305491055,1.040452149,0.558773831,-0.056367587,0.5553633139999999,0.329711257,0.257715832,0.2270014977521264,0.039267942,1.986870991,-0.099065497,1.627854051,0.181738053,0.17964452600000005,-0.225367505
103,435,0.310465277,0.007890336999999999,146.0,82.0,-0.857863472,-0.442117121,-1.128997002,0.540533638,1.048392754,0.245878872,-0.190942802,-0.569624385,0.310320587,0.201281826,-0.438810111,0.180184232,-0.084195659,0.5073642620000001,-0.7352191770000001,0.3841976720000001,0.191423072,0.336652806,-0.113395627,-0.5768170429999999,Z1,-0.86738329,0.051529977000000005,-0.7740986240000001,-0.767112494,0.375721832,-0.595265829,0.435766875,0.032055889,1.159804211,0.6766320029999999,0.672178857,-0.212043527,-0.542718105,0.556060891,1.627854051,0.181738053,-0.513247537,0.629728031
104,752,-1.725140937,2.334486736,132.0,0.0,0.863991343,-1.9117961,1.380612339,1.243107162,-1.112516763,0.110662543,0.512507335,-0.569624385,0.310320587,-0.552395738,-1.686782918,-0.397442545,0.33729979200000004,-1.835709391,-0.16606827,1.080714482,0.951456908,-1.567902585,1.396772261,0.672089539,Z1,,,,,,,,,,,,,,,,,,
105,509,-2.096571463,1.902390871,132.0,93.0,-0.084988994,-0.659929012,1.123414981,0.5905334320000001,0.043714570539682564,0.3810952,-0.366805336,-0.014354394,0.310320587,1.289890347,0.254508116,-0.454495371,-0.21709963,-1.844686684,-0.369028728,0.1717837844758547,0.492949788,-1.481626712,1.130556615,-0.027266555343750016,Z0,,,,,,,,,,,,,,,,,,
106,289,0.117031559,-0.642803247,29.0,83.0,-1.119844274,0.832546762,-0.16800807399999998,1.56561675,0.021577594,-1.647149722,1.567682541,1.096185587,-2.43615514,-0.430479963,2.126467327,0.046226795,0.701836399,-0.691104445,-1.06263652,-1.1019265,-0.515765875,0.424523559,1.45430674,-0.307744645,Z0,-0.86738329,0.044528064000000006,-0.89956795,-0.899361051,-0.8462133540000001,-1.081572826,0.399284628,-0.187244666,1.233929108,0.701713466,0.7824814379999999,-0.985150824,-0.715498558,0.124988012,-0.773433047,0.924225629,-0.512710865,0.35398795
107,574,0.237651232,-0.5407532039999999,261.0,89.0,-0.954939494,0.542306904,-0.467419028,1.237080986,0.397054779,-1.241500738,1.215957472,0.818550592,-1.33756485,-0.259097431,1.571812746,0.108236551,0.496784557,-0.358944579,-1.156936544,-0.66307104,-0.352568426,0.6812686920000001,0.926234123,-0.045118523,Z0,-0.575347918,0.199070285,-0.813212543,-0.809186416,1.32432425,-0.823401023,0.726562686,-1.926200799,-0.114567838,-0.414903436,-0.029061446,1.099110127,0.8593453259999999,0.624554713,1.426816061,0.181738053,-0.498476361,-0.18427734
108,162,-1.043290455,0.622261686,233.0,1.0,-0.230603026,-0.071312022,0.332276015,-0.199703486,0.10586839,-1.78236605,1.391820007,1.6514555780000002,-0.7882697040000001,-0.910119626,-0.230814643,-0.277970896,-0.411519154,-1.202810186,-1.005673561,1.075727488,0.275353189,-0.979905031,1.313836645,0.292475418,Z0,,,,,,,,,,,,,,,,,,
109,627,0.7245211909999999,-0.650462373,190.0,-147.0,0.002130512,0.320923308,-0.818715986,0.73243241,0.504333975,0.651527856,-1.070255474,0.263280601,0.8596157320000001,-1.122598144,-0.369478288,0.28731168100000004,-0.18672158,1.054979177,-0.684957743,0.364249696,0.391922796,0.963430314,-0.939476307,0.925881872,Z4,-0.137294862,0.114829879,-0.31778649800000003,-0.332166162,0.137919088,1.211338233,0.63745266,1.031840107,-0.819065809,-0.310571962,-0.53468134,0.951767676,-0.139348219,0.5534254160000001,0.667339212,-0.560749524,-0.513200028,-0.218422603
110,576,0.245624028,0.64144858,315.0,210.0,-0.574102794,-1.363989722,-1.918285272,1.706882543,1.002415956,-0.294986441,0.6883698690000001,-1.124894376,0.310320587,-0.4257773,-1.062796514,-0.005267531,0.229457713,0.987649475,0.980849791,0.934429328,0.705883603,-0.05755164400000001,-0.4227664470000001,0.062319435,Z1,-0.794374447,-0.188249817,-0.646597406,-0.621772322,0.597312314,-0.291718686,-0.077432532,0.119672565,0.798445338,0.820452297,0.597976626,-0.520271382,-0.76968628,-0.19859625600000005,-1.253690467,0.181738053,-0.509834688,0.6836690409999999
111,592,-0.495731745,0.201263739,403.0,-98.0,-0.991031861,0.079786631,-0.5641874729999999,-1.041534078,0.964101958,0.110662543,-0.015080268,-0.569624385,-0.238974559,1.33633411,-0.022819175,-0.057772494,0.063897337,-0.3993424,-0.209149499,-0.485201592,-0.309049106,0.474807978,0.019302221,0.282209124,Z0,-0.6483567610000001,-0.047184492,-0.292032267,-0.287122742,0.7452647929999999,0.307286108,-0.146083514,0.926841346,0.997407813,0.471103347,0.656225741,-0.138133685,0.701223092,0.025034027,0.667339212,-0.560749524,0.653181715,-0.070551894
112,405,0.373520953,0.120002753,4.0,125.0,-0.919469409,-0.6807380759999999,-1.4926623209999998,0.72088224,0.89513676,0.245878872,-0.015080268,-0.569624385,0.310320587,0.017030967,-0.5774737560000001,0.097672996,-0.070525537,0.6824214890000001,-0.599273964,0.495573868,0.208519948,0.37323853,-0.238403223,-0.7315277040000001,Z1,-0.575347918,-0.024359433,-0.8218480840000001,-0.8171704940000001,1.256537011,1.156024487,0.232567477,1.364903922,0.203266017,0.207379139,0.382748841,-0.405851506,-0.409498551,0.375099318,-0.773433047,0.924225629,-0.552540309,-0.15572859
113,214,-0.890146345,1.880468575,132.0,93.0,0.961689647,-1.925834454,1.319711896,0.7003460945932203,-0.997574767,-0.565419097,-0.366805336,2.484360564,-0.238974559,-0.026905463782978725,-0.924132869,-0.583303375,0.650953164,-1.202810186,0.183368368,2.174528469,0.962336738,-2.125429813,1.675684158,0.681162077,Z1,,,,,,,,,,,,,,,,,,
114,170,0.538728068,-0.230597664,-88.0,356.0,-0.685491306,-0.237815593,-1.213544944,-0.138262691,-0.530143985,0.245878872,-0.190942802,0.263280601,0.310320587,-0.523885123,-0.369478288,-0.118603175,-0.581636237,0.516341556,-0.845794332,-0.229202573,-0.865474695,0.608696593,-0.398729015,-0.99534758,Z1,-1.159418661,-0.302650118,-0.32657443,-0.32098019,0.95325188,0.695750302,0.412387119,0.052002519,0.700935801,0.5425453529017245,0.496945786,-1.099310995,-0.8270012609999999,-0.925384729,0.667339212,-0.560749524,0.17738607899999995,2.281766983
115,615,0.533142959,-1.08033084,36.0,15.0,-0.514363704,1.18543122,-1.332159479,-0.8377794590000001,0.305101183,-0.971068082,0.512507335,1.373820583,-1.33756485,-1.4870637009999998,-0.022819175,-0.233960091,-0.14571121199999998,0.175204396,-0.368071367,-0.056320119,0.340632169,0.914324277,0.161071288,1.860592113,Z2,-0.940392133,-0.475759971,-0.189421556,-0.171963437,-0.480496863,-2.825347815,-1.599532209,-1.782315347,0.769765833,0.7835763259999999,0.57881651,-1.462179881,-1.3143407421864008,-1.966765467,-0.293175505,1.666713205,0.255726928,1.282018157
116,669,-0.102542131,0.594282429,13.0,249.0,-1.191406725,-0.927837949,0.105185107,-0.575749972,-1.035888766,0.651527856,-0.366805336,-0.569624385,0.8596157320000001,0.174715373,-0.924132869,-0.12177946,0.115540023,0.53878479,2.6088415780000003,0.836351782,0.6437131460000001,-0.893055204,-1.641343447,0.7580399059999999,Z1,-0.429330233,-0.059118673,-0.8375952459999999,-0.832260711,0.414298094,-1.65142748,-0.390136124,-0.566103476,-2.367746694,-3.201827577,0.063684555,-0.356019542,-0.499386038,0.13763687900000002,-0.293175628,1.666713205,-0.275851755,-0.598089224
117,531,-1.0310094440000002,0.99199038,360.0,2.0,-0.34883664200000003,-0.695024897,0.699876835,0.083919799,-0.7217139779999999,-1.78236605,1.040094938,2.206725569,-0.7882697040000001,-0.026905463782978725,-0.508141933,-0.4865229170000001,-0.31279049,-1.211787479,-0.7285176520000001,1.650894113,0.651484453,-1.290901465,1.632995059,0.55295278,Z0,,,,,,,,,,,,,,,,,,
118,764,1.746793424,-0.821952557,46.0,383.0,-0.534276734,0.018229071,0.429157819,-2.590523328,-0.307922794,0.516311528,-0.190942802,-0.847259381,0.310320587,1.501809987,-0.5774737560000001,-0.395469398,0.16794216,1.104354293,2.825205085,1.5711022119999998,1.87157967,2.208944901,-1.170572271,1.179435455,Z7,-0.6483567610000001,-0.7156483659999999,-0.61307119,-0.605835152,-0.747046662,-0.126003755,-0.530529015,0.242738657,0.493011052,0.720176209,0.433518972,-2.103022911,-2.143790327,-2.647597059,-0.773433047,0.924225629,-0.5175925610000001,0.320052598
119,200,0.169809803,-1.062531186,78.0,-196.0,0.209972763,1.444457481,-0.665985571,1.43107582,-0.851981573,-3.404961988,3.326307884,2.484360564,-4.633335722,-0.63301388,3.235776489,-0.134677105,1.044348918,-0.991843784,-0.437001334,-0.681356684,-0.100778075,0.491168191,1.444480307,0.361951965,Z2,-0.721365604,-0.442438309,-0.56944901,-0.558981629,-0.050207841,-0.674014405,-0.005459497,-1.247596283,1.050822963,0.8195117444251206,0.475604204,-1.630431694,-1.7303135930000002,-2.151173264,0.667339212,-0.560749524,-1.010245153,1.186797225
120,556,0.876720608,-1.318623454,67.0,80.0,-0.485738724,1.207762141,0.049205888,0.7472795109999999,0.849159962,1.05717684,-1.4219805419999998,-0.014354394,0.310320587,-0.313416937,-0.300146465,0.481016973,0.20971198,0.655489608,-0.6768201770000001,-1.401146131,-1.720318478,0.065279478,-1.226203607,-1.828111135,Z2,-1.086409818,0.047253809,-0.595800109,-0.592921449,-1.236735597,-0.893128864,-1.620210446,-0.618395289,1.090973949,0.878677122,0.689755943,-0.452994585,-1.016972196,-0.142860793,0.667339212,-0.560749524,-0.53857393,2.077134221
121,84,0.131783307,-0.635359045,383.0,80.0,-1.098686679,0.8038799459999999,-0.201470912,1.570704065,0.052228792,-1.647149722,1.567682541,1.096185587,-2.43615514,-0.417365211,2.126467327,0.05043778,0.7041147520000001,-0.664172564,-1.076518249,-1.086965518,-0.504886045,0.470937601,1.411773,-0.27145449,Z0,-1.013400975,-0.159414017,-0.887503591,-0.8840281090000001,-1.343216867,-1.200738135,-0.697628345,-1.128654094,1.051865846,0.494981406,0.650919615,-1.147205105,-0.432239726,-0.601842227,-1.253690467,0.181738053,-0.502452085,0.898799382
122,418,-0.063986191,-0.530514984,180.0,125.0,1.315768212,0.8350314259999999,0.667133575,0.7174106379999999,0.312763983,-0.430202769,0.16078226699999998,0.540915596,-0.7882697040000001,-0.383271391,1.017158165,-0.009334139,0.183890637,-0.6372406829999999,-0.8615907829999999,-0.864213125,-0.483126385,-0.24111009100000005,1.495981693,-0.580398309,Z0,2.198988109,0.0903133,2.391081005,2.434952065,-0.6810129629999999,0.920459636,0.357696876,0.47539209,-0.923875525,0.125118497,-0.506523366,0.492958559,1.6417285869999998,0.423001351,0.667339212,-0.560749524,1.958848744,-1.217760286
123,749,0.249724619,-1.400587829,77.0,128.0,-0.463336565,1.857750341,-0.7905464809999999,-1.147407005,-0.568457984,-2.864096675,2.974582815,2.206725569,-4.0840405760000005,-0.593768001,1.641144568,-0.234224781,-0.003693825,-0.677638505,0.376276539,-0.423695334,-0.005968129,0.483518865,1.158831886,0.7418048359999999,Z2,-0.86738329,-0.489117728,-0.579290987,-0.577256698,-0.242822244,-2.009977092,0.378648205,-2.1911224540000003,1.175688117,0.9183534708054476,0.274783878,-1.884672773,-2.120938179,-2.38754766,-1.253690467,0.181738053,-0.530614429,1.044975565
124,705,0.181706709,-0.015106581,152.0,58.0,-0.628241345,-0.275582492,-0.351675411,0.46747717,1.025404355,0.786744184,-0.894392939,-0.569624385,0.8596157320000001,-0.213969643,-0.646805579,0.058883812,-0.091030721,0.44003456,-0.5605008579999999,-0.566655825,-0.922982368,0.178480372,0.221980502,-0.951656144,Z1,-0.429330233,-0.045259624000000005,-0.644565515,-0.639377576,-0.883027087,-2.2726614,-0.553268598,-1.187054342,-2.19567104,-3.201827577,0.232751717,0.350350051,0.41380381,0.087316116,-1.228413761,0.220816346,-0.491308845,-0.19252827100000006
125,403,0.150282683,0.617416117,95.0,46.0,-0.559790304,-1.227022598,-1.242069308,1.153391374,0.519659575,-0.024553785,0.512507335,-0.847259381,0.8596157320000001,-0.342831804,-1.062796514,0.023511541,0.128450694,0.884410597,1.484900174,0.887884052,0.651484453,-0.276989802,-0.647635119,0.247590226,Z1,-0.575347918,-0.087964015,-0.621071764,-0.611361002,-0.060505321,1.053756986,-0.405427476,1.333580938,0.668882492,0.335245422,0.5210578779999999,-0.541567676,-0.232685912,0.06504894,-1.253690467,0.181738053,-0.5039791570000001,0.133765747
126,475,1.314570333,-1.131150706,178.0,280.0,-0.727184213,0.736887183,1.086679542,-1.704260605,0.259124385,0.651527856,-0.542667871,-0.569624385,0.310320587,1.006543676,0.046512648,0.485276084,0.494506204,1.441002806,0.038328229,-1.971325763,-1.572663643,1.0807911,-1.544649961,-1.346550329,Z4,-0.502339076,0.118159291,-0.726603151,-0.71925967,1.936334229,0.074526885,0.477326338,-0.17260777300000002,-0.089656231,-0.574499499,-0.993653343,0.6964005440000001,0.6779465509999999,0.44270425,1.627854051,0.181738053,-0.548801558,-0.139673397
127,109,-2.35250027,1.62019505,123.0,935.0,-1.280393078,0.298965087,0.809974722,-0.009944443,-1.618261544,-0.294986441,0.16078226699999998,0.540915596,0.310320587,1.897766268,0.323839938,-0.498145235,-0.026477363,-1.853663978,-0.515983588,-0.66307104,0.138578184,-1.318481707,0.7088787670000001,0.016240489,Z0,-0.502339076,0.010518773,-0.7243172720000001,-0.82043436,-2.306580462,1.96314186,3.5981348860000004,1.351211753,0.538419905,0.5465799720000001,0.45904608,-0.040904795,0.116732246,-0.212683106,-1.253690467,0.181738053,-0.132707466,-0.560197034
128,463,1.380605425,-0.593429236,-69.0,671.0,-0.379328469,-0.391243618,1.8644176,-3.401218678,0.043714570539682564,0.516311528,-0.190942802,-0.847259381,0.8596157320000001,2.152491842,0.6704990510000001,-0.369096603,0.232495518,0.44003456,2.028681024,0.1717837844758547,1.585595568,1.821439961,-0.561488758,-0.027266555343750016,Z4,-0.575347918,-0.057711157335078526,-0.735492678,-0.767527449,1.436955356,0.627783264,0.195088092,0.892352226,0.506928936,0.3889718950398534,0.313009919,-0.3836155134232896,-0.30511655600000004,-0.2610411900597661,-0.773433047,0.924225629,-0.938267608,0.279013771
129,171,0.70339536,-1.652850534,132.0,93.0,-0.71784998,1.833680155,-0.151627819,-0.039201964,1.400881541,1.327609497,-1.949568145,-0.014354394,0.310320587,-0.511107854,-0.300146465,0.301725279,-0.242920973,0.247022745,0.7936857829999999,-0.355539751,0.059310851,-0.264007279,-1.43223936,0.973393325,Z2,,,,,,,,,,,,,,,,,,
130,577,-1.064883442,2.068859637,234.0,0.0,-0.129793312,-2.036650485,1.4377547119999998,1.150312784,-0.254283196,-0.700635425,-0.015080268,1.929090573,0.310320587,-0.026905463782978725,-1.964110209,-0.583303375,0.7215821309999999,-1.413776587,0.08571758199999999,2.284242334,1.002747535,-2.029884337,1.445291624,0.7136322159999999,Z1,,,,,,,,,,,,,,,,,,
131,355,1.679969356,-1.168703871,24.0,29.0,-0.531787606,0.617157419,-0.07832205,-1.58404276,0.22081038600000005,0.651527856,-0.366805336,-0.847259381,0.310320587,1.452047132,-1.20146016,-0.292673248,-0.056095963,1.234525051,2.014799294,1.148870064,2.0394399030000003,2.0196570780000003,-1.579735118,1.371868776,Z4,-1.159418661,-0.587283436,-0.901043103,-0.894341565,0.548330952,-2.045375574,-0.435548753,-1.235763155,0.8634516959999999,0.798168722,0.431449206,-1.616674665,-2.071423643,-2.222451993,-0.293175628,-1.313549427,-1.049106138,2.515443785
132,536,0.141624726,-0.216021877,69.0,318.0,-0.718472262,0.100347228,0.028180412,0.461363659,0.90279956,0.3810952,-0.542667871,-0.29198939,0.310320587,-0.199383369,-0.022819175,0.06735390599999999,0.003141236,0.07196551799999999,-0.8563252990000001,-0.897459751,-1.17632698,0.302571144,0.7307152859999999,-0.976963752,Z0,-0.721365604,0.182382392,-0.779940313,-0.772958017,-0.8612754029999999,0.656237858,0.572606012,0.456228001,0.282218376,0.5767706220000001,0.296776464,0.248474159,0.065829916,0.8506550359999999,0.667339212,-0.560749524,-0.661678656,0.339884379
133,246,0.436535103,-0.61550784,207.0,137.0,-0.8933335570000001,0.49034636,-1.184816041,0.474005528,0.082879991,-0.971068082,0.6883698690000001,1.096185587,-0.7882697040000001,-0.7568374659999999,0.8784945190000001,-0.06316255400000001,0.133007402,0.058499578,-0.988441069,-0.217566254,0.105938694,0.895429525,0.167225216,0.912750566,Z0,-0.502339076,0.045375518,-0.7288890290000001,-0.737159291,-0.108844769,0.5187425370000001,-0.038993685,0.368161288,1.431301354,1.1206937781000168,-0.223516592,0.178260518,0.540918336,0.262451309,1.4677682440000002,0.181738053,-0.4145828070000001,-0.265972397
134,394,-0.089835488,0.24938728,-20.0,362.0,-0.8852438890000001,-0.421214882,0.8215397190000001,-0.974285447,0.151845189,1.05717684,-0.542667871,-0.569624385,0.8596157320000001,0.110567785,-0.854801047,-0.083399343,0.196801308,0.457989147,1.562925067,0.352613377,0.074853465,-0.394309955,-0.770437486,0.33903186700000004,Z0,-1.159418661,-0.47566961,-0.801433666,-0.8392700190000001,-0.14506877599999998,-0.12962074,0.773811134,0.156698916,0.8385963240000001,0.6515157366465659,0.4292414570000001,-1.297281787,-1.872109875,-1.5427339169999998,0.667339212,-0.560749524,-0.6330484160000001,1.978081747
135,771,0.326026762,-0.8923500879999999,-75.0,306.0,0.941776617,1.04271831,-0.70786402,0.942082202,-0.438190389,-2.593664019,2.446995212,2.206725569,-3.534745431,-0.70261698,2.265130972,-0.189660532,0.789932745,-0.502581278,-0.719901406,-0.75449926,0.169663412,0.847887893,1.072228081,1.145771561,Z2,1.97996158,-0.023177933,2.138110461,2.165297578,0.450918426,-0.723474037,0.286060683,-0.250202973,-0.080795071,-0.597645665,-0.920521628,-0.576076878,0.195650685,-0.270794777,0.478930532,-0.706391317,2.050551351,-1.242324434
136,353,-2.069486798,3.1506916960000004,231.0,-45.0,1.094235753,0.03449163495125398,1.200979074,1.82760257,-1.028225966,0.110662543,0.864232404,-1.124894376,0.8596157320000001,0.194662138,-3.420078484,-0.495474267,0.49222785,-1.934459621,-0.241221081,0.470638899,1.344685048,-1.524211012,1.513364598,0.990105896,Z1,,,,,,,,,,,,,,,,,,
137,758,0.257282165,0.327639324,-146.0,72.0,-0.26856224,-0.901096748,-1.393846036,1.4431063380000002,1.178660349,0.110662543,0.16078226699999998,-0.847259381,0.310320587,-0.355138075,-0.924132869,0.05026934,0.052505568,0.861967363,0.079494737,0.507210187,0.149458014,0.102474711,-0.08432630099999999,-0.466752823,Z1,-0.283312547,-0.019048829,-0.475918486,-0.475137191,1.902267715,-0.370059375,-0.023709395,-1.315798507,-0.511787855,-0.561848179,-0.692610877,0.715365813,0.8544938759999999,0.3920968420000001,-1.253690467,0.181738053,-0.5235181720000001,-0.17771852100000002
138,583,-1.71123007,2.758825782,132.0,1.0,1.0139613509999998,-2.767545569,1.371457435,0.7003460945932203,-0.376887991,-0.15977011300000002,1.215957472,-0.847259381,0.310320587,-0.502485155,-3.350746661,-0.39696129,0.707152557,-1.853663978,-0.07894845,1.210376322,1.263863454,-1.442877234,1.425660335,0.924688117,Z1,,,,,,,,,,,,,,,,,,
139,328,0.38083973,-0.284660935,266.0,291.0,-0.4396898420000001,-0.02444504,-1.118503978,0.105295257,0.688241168,-0.15977011300000002,0.16078226699999998,-0.29198939,0.310320587,0.011813883,0.185176293,0.185790857,-0.135078894,0.130317927,-1.07795429,0.5670541139999999,0.105938694,0.593565554,-0.127636835,-0.204604204,Z0,-0.35632139,0.235967865,-0.57040146,-0.541694499,0.995735746,0.515130541,0.404056801,-0.5317285860000001,-0.443080505,-0.763392333,0.333590693,0.217148192,0.886646107,1.118335793,-1.253690467,0.181738053,-0.488373585,-0.178792975
140,485,2.859932684,-1.0220276940000002,255.0,-198.0,0.5509834020000001,0.034099864,0.477330111,-3.225739051,-1.135505162,0.516311528,0.512507335,-1.957799362,0.8596157320000001,-1.746986754,1.571812746,-0.045235791,0.30540283875,2.370152703,2.380511063,-0.734551285,0.8457671309999999,0.645780082,-2.698105801,0.45219985,Z8,,,,,,,,,,,,,,,,,,
141,641,-1.315050658,1.458396005,-210.0,52.0,1.824795042,-1.069153235,1.281271156,0.545861127,-0.5991091829999999,-1.5119333940000002,0.864232404,2.206725569,-0.238974559,-0.026905463782978725,-1.5481192730000002,-0.325831744,-0.192037739,-1.530481405,-0.464286112,2.383982211,1.573161477,-1.854274892,1.201369943,1.3978926369999998,Z0,,,,,,,,,,,,,,,,,,
142,274,0.037531993,0.412202331,-111.0,116.0,0.282779779,-0.800033025,0.135343308,-0.001101685,0.320426782,0.651527856,-0.190942802,-0.847259381,0.8596157320000001,-0.201190874,-1.062796514,-0.02037895,0.140601915,0.691398783,1.583987001,0.547106138,0.312655463,-0.419238836,-0.7017215,0.287222896,Z1,-0.064286019,-0.104075034,-0.235139294,-0.218984369,0.906467097,-0.065612577,-0.115842863,0.358696003,0.471501595,0.342793084,0.544596388,-0.396048869,-0.17225123899999994,-0.037292026,-0.773433047,0.924225629,-0.555490092,-0.153391266
143,115,-0.975106445,0.6530154229999999,218.0,-161.0,0.124097821,-0.189302521,0.114741694,-0.248371408,-0.101027202,-1.5119333940000002,1.040094938,1.6514555780000002,-0.7882697040000001,-0.7958955879999999,0.11584447,-0.357498348,-0.34089018600000004,-1.135480483,-1.009981684,0.88455939,0.07951625,-0.8338262540000001,1.306513212,0.160207353,Z0,,,,,,,,,,,,,,,,,,
144,763,-0.466529305,0.215819987,248.0,47.0,-1.071928545,0.025527772,-0.447608456,-1.0778003040000002,0.780194765,0.245878872,-0.190942802,-0.569624385,-0.238974559,1.256135046,-0.092150998,-0.06316255400000001,0.06465678799999999,-0.336501345,0.017744975,-0.445305641,-0.251541433,0.437460368,-0.14958555699999998,0.305845475,Z0,-0.721365604,-0.3167373,-0.414199769,-0.402819571,0.483893806,-0.099048485,-0.409466608,0.33585149299999995,1.048528621,0.480160542,0.7266253659999999,-0.220786491,1.199212191,-0.586056854,0.667339212,-0.560749524,0.523351181,0.017467157
